#Name: register
#Label: Register Usage
#Description: View read and written registers.
1	12	00008430	read r15, write r2
1	12	00008434	read r11, write r3
1	12	00008438	read r2, r3, write r1
1	12	0000843c	read r11, write r3
1	12	00008440	read r3, write r3
1	12	00008444	read r3, write r2
1	12	00008448	read r0, r1, write r3
1	12	0000844c	read r2, r3, write r3
1	12	00008450	read r3, write r3
1	12	00008454	read r11, r3
1	12	00008458	write r14
1	13	00008480	read r15, write r2
1	13	00008484	read r11, write r3
1	13	00008488	read r3, write r3
1	13	0000848c	read r3, r2, write r2
1	13	00008490	read r11, write r3
1	13	00008494	read r3, write r3
1	13	00008498	read r3, write r3
1	13	0000849c	read r2, write r2
1	13	000084a0	read r2, r3, write r3
1	13	000084a4	read r11, r3
1	13	000084a8	read r11, write r3
1	13	000084ac	read r3, write r3
1	13	000084b0	read r11, r3
1	13	000084b4	write r14
1	14	000083d4	read r15, write r2
1	14	000083d8	read r11, write r3
1	14	000083dc	read r3, write r3
1	14	000083e0	read r3, write r3
1	14	000083e4	read r2, r3, write r3
1	14	000083e8	read r3, write r1
1	14	000083ec	read r15, write r2
1	14	000083f0	read r11, write r3
1	14	000083f4	read r3, write r3
1	14	000083f8	read r2, r3, write r3
1	14	000083fc	read r3, write r3
1	14	00008400	read r1, r3, write r3
1	14	00008404	read r11, r3
1	15	000083a4	read r11, write r3
1	15	000083a8	read r3, write r3
1	15	000083ac	read r3, write r2
1	15	000083b0	read r11, write r3
1	15	000083b4	read r3, write r3
1	15	000083b8	read r3, write r3
1	15	000083bc	read r2, r3, write r3
1	15	000083c0	read r11, r3
1	15	000083c4	write r14
1	16	000082fc	read r15, write r2
1	16	00008300	write r3
1	16	00008304	read r2, r3
1	16	00008308	write r3
1	16	0000830c	read r11, r3
1	17	0000831c	read r15, write r2
1	17	00008320	read r11, write r3
1	17	00008324	read r3, write r3
1	17	00008328	read r3, r2, write r4
1	17	0000832c	read r11, write r3
1	17	00008330	read r3, write r3
1	17	00008334	read r3, write r3
1	17	00008338	read r3, write r3
1	17	0000833c	read r3, write r0
1	17	00008340	write r1
1	17	00008344	write r14, r14
1	18	00008348	read r4, r0
1	18	0000834c	read r15, write r0
1	18	00008350	read r11, write r12
1	18	00008354	read r15, write r2
1	18	00008358	read r11, write r3
1	18	0000835c	read r3, write r3
1	18	00008360	read r2, r3, write r3
1	18	00008364	read r3, write r2
1	18	00008368	read r15, write r1
1	18	0000836c	read r11, write r3
1	18	00008370	read r3, write r3
1	18	00008374	read r3, write r3
1	18	00008378	read r3, write r3
1	18	0000837c	read r1, r3, write r3
1	18	00008380	read r2, r3, write r3
1	18	00008384	read r0, r3, r12
1	18	00008388	read r11, write r3
1	18	0000838c	read r3, write r3
1	18	00008390	read r11, r3
1	18	00008394	write r14
1	19	00008310	read r11, write r3
1	19	00008314	read r3, write sr
1	19	00008318	read sr, write r14
2	1	00008218	read r13, write r12
2	1	0000821c	read r13, r11, r12, r14, r15, write r13
2	1	00008220	read r12, write r11
2	1	00008224	read r13, write r13
2	1	00008228	read r0, write r3
2	1	0000822c	read r1, write r2
2	1	00008230	read r11, r3
2	1	00008234	read r2, write r3
2	1	00008238	read r11, r3
2	1	0000823c	read r11, write r3
2	1	00008240	read r3, write r3
2	1	00008244	read r3, write r2
2	1	00008248	read r11, write r3
2	1	0000824c	read r2, r3, write r3
2	1	00008250	read r11, r3
2	1	00008254	write r3
2	1	00008258	read r11, r3
2	2	000082b4	read r11, write r3
2	2	000082b8	read r3, write r0
2	2	000082bc	read r11, write r13
2	2	000082c0	read r13, write r11, r13, r15
2	3	00008268	read r11, write r3
2	3	0000826c	read r3, write sr
2	3	00008270	read sr, write r14
2	4	00008298	read r11, write r3
2	4	0000829c	read r3, write r3
2	4	000082a0	read r11, r3
2	5	0000825c	read r11, write r3
2	5	00008260	read r3, write sr
2	5	00008264	read sr, write r14
2	6	00008274	read r11, write r3
2	6	00008278	read r3, write r3
2	6	0000827c	read r3, write r2
2	6	00008280	read r11, r2
2	6	00008284	write r3
2	6	00008288	read r3, write r3
2	6	0000828c	read r2, r3, write r3
2	6	00008290	read r11, r3
2	6	00008294	write r14
2	7	000082a4	read r11, write r3
2	7	000082a8	read r3, write r3
2	7	000082ac	read r11, r3
2	7	000082b0	write r14
